Recipe1M+ ID,Meal,Plate,Hands?,Tongs?,Knife?,Fork?,Skewer?,Chopsticks?,Spoon?,User ID
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,True,False,False,False,6637abbf769766f9ecd17107
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,True,False,False,False,5ce43a70aade7100152e6e77
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,False,67882b39cab86a7ec7407488
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,True,True,False,False,False,6658be4c729ddb9f58912db1
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,True,False,False,True,6630e9224b174b5c709cd1c2
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,True,False,False,False,6115a3b6ac0faa59cd30e327
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,True,64e0d6b839b0306275fb8168
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,True,False,False,False,False,False,True,668158082c54df1452c5875d
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,True,60e07fb75b201859ff688f91
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,True,False,False,False,60196480480c1403e32285a8
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,False,True,5f08b21076b70d108a0e871a
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,True,True,False,False,True,611d0c64d70a6d9fcd11440b
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,False,669d39014799ac0cfd3a7135
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,False,False,False,True,677bd52df5ce218002c7c7fe
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,True,False,False,True,614dff354415cb0b2508ea79
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,False,False,False,True,5b7afc6cdb14e70001a1fcf9
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,True,616add9b2e397369ee179517
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,False,True,66d3adeacacfab9a4405fcbe
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,False,False,False,True,66a0fcdb22fe19b2ac4b152e
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,True,False,False,True,66a269df7a383611b6db225d
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,False,False,False,True,6738d0e46e1f795c9caabaf8
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,True,5f4e12f4bfcaa83ec7f3f5f0
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,False,5c4d8d706b23ab0001a34af2
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,True,False,63da6f2e309a94d0e03079b0
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,True,False,False,True,5d0e459e86e343000141468d
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,True,614f548e28318a7cd715fe26
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,False,669d0b18e3a1ae0b5f7571ef
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,False,True,590dd1c5584166000110eb16
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,False,True,601f249c952eef4747d890ae
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,False,False,False,True,5cfbf333ac28dd00196e807b
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,662a05cb8d07939ee23e41a4
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,True,False,False,False,60ca1c436511b9fc8ab35615
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,True,False,False,False,False,False,False,633a02cf46cc3e2b4b5878f3
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,False,False,False,True,67827f656eb9eb92958ab50c
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,True,True,6731f7359de194e30be89400
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,5f8503d89e097f1e6f48bd2f
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,False,5f2de169d900501305c11622
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,True,True,677e1f9b92999a04d150a290
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,False,659abf4b5c81457c876eda7d
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,True,True,False,False,True,60a55b2b2c245756335974ee
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,True,False,False,False,66841640ece828f71e0d38d0
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,66c5698f3ddaac580675bcf7
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,True,False,False,False,63f9c81dc81ca7c373e0a7c0
0009785a2e,"Rice With Lemon, Capers & Parsley",Coupe Plate,False,False,False,True,False,False,True,5ad8b564dfcfcb0001e659de
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,True,678538177568a047dbe159c9
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,66857736fbedff5ddc2aa584
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,6017f6742d7cc9ad4f98fb4d
0009785a2e,"Rice With Lemon, Capers & Parsley",Bowl,False,False,False,False,False,False,True,663e3654197174e5e4c30792
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,66bb5db139e58dc9b813a489
0009785a2e,"Rice With Lemon, Capers & Parsley",Dinner Plate,False,False,False,True,False,False,False,6779603d4e1d652039e55b6d
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,60fb2894ad56bad6ea26af54
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,False,False,False,True,6682be22975220980c89e85a
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,668d63415e2af1d3963cbf7f
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,60db74fcb5f4526ce90594a1
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,67865d3208ee2eec58483cf2
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,False,False,False,True,5cba2e9af429ff00159dda71
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,6152f27486f3558dc7e0f649
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,True,False,False,True,63ee01e095b7de47fa751a47
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,67406d59a4b1722a45be5ed6
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,66ac975dd71a2f37a2979600
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,615adff1a708c42439a715d9
004ecc20aa,Strawberry Custard Cake,Dinner Plate,True,True,False,False,False,False,False,67792ff1a28708e32bf4a3ca
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,6124b72f046ce6e6c2a9e6fd
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,665837709103457920b7191a
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,5e8e0edb2654100aca8e16c5
004ecc20aa,Strawberry Custard Cake,Coupe Plate,False,False,False,True,False,False,False,66a514698294ce022ab50326
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,66a11f8206a61c3228903e57
004ecc20aa,Strawberry Custard Cake,Dinner Plate,True,False,False,False,False,False,True,6776b15468f9e5b5d10ef7bc
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,True,True,False,False,False,678831f276a653990c920033
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,604f745600575d90c196a265
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,False,False,False,True,6130a2a2e00bc5b94c8b83e7
004ecc20aa,Strawberry Custard Cake,None,True,False,False,False,True,False,True,677b8cfea528602862a1e22a
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,False,False,False,True,678799e90198a411946a4d05
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,5ba8c0802e471d00012eaebe
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,661bd9117f5cb82d2f11183c
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,611cf3bfe665176f184d6268
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,66a807a37c3608e587480d4f
